gene_id,gene_type,gene_short_name
ENSMUSG00000028807.2,protein_coding,Zbtb8a
ENSMUSG00000048485.12,protein_coding,Zbtb8b
ENSMUSG00000040859.14,protein_coding,Bsdc1
ENSMUSG00000086336.1,antisense,Gm12979
ENSMUSG00000047945.6,protein_coding,Marcksl1
ENSMUSG00000028800.15,protein_coding,Hdac1
ENSMUSG00000000409.14,protein_coding,Lck
ENSMUSG00000050493.8,protein_coding,Fam167b
ENSMUSG00000028798.16,protein_coding,Eif3i
ENSMUSG00000028797.20,protein_coding,Tmem234
ENSMUSG00000078552.10,protein_coding,Dcdc2b
ENSMUSG00000040795.12,protein_coding,Iqcc
ENSMUSG00000028795.15,protein_coding,Ccdc28b
ENSMUSG00000053841.15,protein_coding,Txlna
ENSMUSG00000003731.13,protein_coding,Kpna6
ENSMUSG00000053730.15,protein_coding,Tmem39b
ENSMUSG00000028790.13,protein_coding,Khdrbs1
ENSMUSG00000028788.14,protein_coding,Ptp4a2
ENSMUSG00000073753.4,pseudogene,Gm10571
ENSMUSG00000065768.1,snRNA,Gm23845
ENSMUSG00000086369.7,lincRNA,E330017L17Rik
ENSMUSG00000028784.13,protein_coding,Spocd1
ENSMUSG00000028782.14,protein_coding,Adgrb2
ENSMUSG00000085517.7,antisense,Gm12963
ENSMUSG00000040690.15,protein_coding,Col16a1
ENSMUSG00000028779.16,protein_coding,Pef1
ENSMUSG00000028778.15,protein_coding,Hcrtr1
ENSMUSG00000028776.14,protein_coding,Tinagl1
ENSMUSG00000023120.9,protein_coding,Gm853
ENSMUSG00000023232.17,protein_coding,Serinc2
ENSMUSG00000028773.8,protein_coding,Fabp3
ENSMUSG00000028772.19,protein_coding,Zcchc17
ENSMUSG00000074088.6,protein_coding,Snrnp40
ENSMUSG00000078532.9,protein_coding,Nkain1
ENSMUSG00000028580.15,protein_coding,Pum1
ENSMUSG00000087449.1,sense_intronic,Gm12971
ENSMUSG00000097158.1,lincRNA,Gm26516
ENSMUSG00000025743.14,protein_coding,Sdc3
ENSMUSG00000097224.1,antisense,Gm26716
ENSMUSG00000028581.17,protein_coding,Laptm5
ENSMUSG00000040533.7,protein_coding,Matn1
ENSMUSG00000085804.1,lincRNA,Gm12973
ENSMUSG00000087171.1,lincRNA,Gm12962
ENSMUSG00000028909.17,protein_coding,Ptpru
ENSMUSG00000028910.12,protein_coding,Mecr
ENSMUSG00000028911.16,protein_coding,Srsf4
ENSMUSG00000102602.1,TEC,A930004J17Rik
ENSMUSG00000085667.1,processed_transcript,Gm12992
ENSMUSG00000028906.16,protein_coding,Epb41
ENSMUSG00000098577.1,miRNA,Gm27445
ENSMUSG00000084869.1,lincRNA,Gm13063
ENSMUSG00000102796.1,TEC,Gm37711
ENSMUSG00000050511.1,protein_coding,Oprd1
ENSMUSG00000040025.17,protein_coding,Ythdf2
ENSMUSG00000083757.1,processed_pseudogene,Rps15a-ps4
ENSMUSG00000028901.13,protein_coding,Gmeb1
ENSMUSG00000084105.1,processed_pseudogene,Gm13252
ENSMUSG00000100813.1,lincRNA,Gm28874
ENSMUSG00000099937.1,lincRNA,Gm28872
ENSMUSG00000077323.1,snRNA,Rnu11
ENSMUSG00000028899.11,protein_coding,Taf12
ENSMUSG00000089687.2,protein_coding,Rab42
ENSMUSG00000086290.8,lincRNA,Snhg12
ENSMUSG00000028898.15,protein_coding,Trnau1ap
ENSMUSG00000028896.13,protein_coding,Rcc1
ENSMUSG00000085241.7,processed_transcript,Snhg3
ENSMUSG00000091021.1,lincRNA,Gm17300
ENSMUSG00000065353.1,snoRNA,Snora73b
ENSMUSG00000066043.13,protein_coding,Phactr4
ENSMUSG00000066042.4,protein_coding,Med18
ENSMUSG00000028893.8,protein_coding,Sesn2
ENSMUSG00000086997.1,antisense,Gm12981
ENSMUSG00000054428.12,protein_coding,Atpif1
ENSMUSG00000087352.1,antisense,Gm12999
ENSMUSG00000054405.14,protein_coding,Dnajc8
ENSMUSG00000065623.1,snRNA,Gm24762
ENSMUSG00000056529.7,protein_coding,Ptafr
ENSMUSG00000028886.15,protein_coding,Eya3
ENSMUSG00000037752.4,protein_coding,Xkr8
ENSMUSG00000028885.8,protein_coding,Smpdl3b
ENSMUSG00000028884.14,protein_coding,Rpa2
ENSMUSG00000037731.5,protein_coding,Themis2
ENSMUSG00000028882.13,protein_coding,Ppp1r8
ENSMUSG00000088990.1,scaRNA,Gm22767
ENSMUSG00000028879.4,protein_coding,Stx12
ENSMUSG00000083816.3,processed_pseudogene,Gm13033
ENSMUSG00000028878.11,protein_coding,Fam76a
ENSMUSG00000028874.14,protein_coding,Fgr
ENSMUSG00000037692.14,protein_coding,Ahdc1
ENSMUSG00000097088.1,lincRNA,Gm26615
ENSMUSG00000028868.13,protein_coding,Wasf2
ENSMUSG00000049649.8,protein_coding,Gpr3
ENSMUSG00000028865.13,protein_coding,Cd164l2
ENSMUSG00000028862.6,protein_coding,Map3k6
ENSMUSG00000028860.13,protein_coding,Sytl1
ENSMUSG00000028857.16,protein_coding,Tmem222
ENSMUSG00000083241.1,processed_pseudogene,Gm13259
ENSMUSG00000037622.14,protein_coding,Wdtc1
ENSMUSG00000028854.9,protein_coding,Slc9a1
ENSMUSG00000046694.6,protein_coding,Fam46b
ENSMUSG00000056596.8,protein_coding,Trnp1
ENSMUSG00000037600.16,protein_coding,Kdf1
ENSMUSG00000028851.6,protein_coding,Nudc
ENSMUSG00000028850.2,protein_coding,Gpatch3
ENSMUSG00000028848.13,protein_coding,Gpn2
ENSMUSG00000047281.3,protein_coding,Sfn
ENSMUSG00000037553.14,protein_coding,Zdhhc18
ENSMUSG00000043257.15,protein_coding,Pigv
ENSMUSG00000007880.16,protein_coding,Arid1a
ENSMUSG00000104566.1,miRNA,Mir7227
ENSMUSG00000003644.17,protein_coding,Rps6ka1
ENSMUSG00000085009.1,antisense,Gm12977
ENSMUSG00000003038.15,protein_coding,Hmgn2
ENSMUSG00000012117.13,protein_coding,Dhdds
ENSMUSG00000050966.9,protein_coding,Lin28a
ENSMUSG00000087288.1,processed_transcript,Gm13061
ENSMUSG00000012123.15,protein_coding,Aim1l
ENSMUSG00000000682.7,protein_coding,Cd52
ENSMUSG00000012126.16,protein_coding,Ubxn11
ENSMUSG00000028843.8,protein_coding,Sh3bgrl3
ENSMUSG00000037443.13,protein_coding,Cep85
ENSMUSG00000073747.2,protein_coding,Gm7534
ENSMUSG00000048003.12,protein_coding,Catsper4
ENSMUSG00000028841.14,protein_coding,Cnksr1
ENSMUSG00000028840.10,protein_coding,Zfp593
ENSMUSG00000086322.7,protein_coding,E130218I03Rik
ENSMUSG00000050105.5,protein_coding,Grrp1
ENSMUSG00000050890.15,protein_coding,Pdik1l
ENSMUSG00000028834.13,protein_coding,Trim63
ENSMUSG00000028836.14,protein_coding,Slc30a2
ENSMUSG00000028838.11,protein_coding,Extl1
ENSMUSG00000037366.14,protein_coding,Pafah2
ENSMUSG00000028832.11,protein_coding,Stmn1
ENSMUSG00000037348.15,protein_coding,Paqr7
ENSMUSG00000078521.2,protein_coding,Aunip
ENSMUSG00000046671.18,protein_coding,Mtfr1l
ENSMUSG00000050989.9,protein_coding,Selenon
ENSMUSG00000037306.13,protein_coding,Man1c1
ENSMUSG00000037295.7,protein_coding,Ldlrap1
ENSMUSG00000028826.14,protein_coding,Tmem57
ENSMUSG00000028825.7,protein_coding,Rhd
ENSMUSG00000028822.11,protein_coding,Tmem50a
ENSMUSG00000037266.18,protein_coding,Rsrp1
ENSMUSG00000028821.8,protein_coding,Syf2
ENSMUSG00000070691.10,protein_coding,Runx3
ENSMUSG00000037242.8,protein_coding,Clic4
ENSMUSG00000028809.16,protein_coding,Srrm1
ENSMUSG00000043924.16,protein_coding,Ncmap
ENSMUSG00000081136.1,processed_pseudogene,Gm12990
ENSMUSG00000059713.12,protein_coding,Rcan3
ENSMUSG00000087016.1,sense_intronic,Gm15979
ENSMUSG00000028803.18,protein_coding,Nipal3
ENSMUSG00000028801.14,protein_coding,Stpg1
ENSMUSG00000037188.7,protein_coding,Grhl3
ENSMUSG00000062157.6,protein_coding,Ifnlr1
ENSMUSG00000037157.8,protein_coding,Il22ra1
ENSMUSG00000037139.15,protein_coding,Myom3
ENSMUSG00000028676.17,protein_coding,Srsf10
ENSMUSG00000028675.12,protein_coding,Pnrc2
ENSMUSG00000062585.11,protein_coding,Cnr2
ENSMUSG00000028673.10,protein_coding,Fuca1
ENSMUSG00000028672.13,protein_coding,Hmgcl
ENSMUSG00000028671.16,protein_coding,Gale
ENSMUSG00000028670.14,protein_coding,Lypla2
ENSMUSG00000028669.15,protein_coding,Pithd1
ENSMUSG00000028668.5,protein_coding,Tceb3
ENSMUSG00000085714.1,antisense,Gm13008
ENSMUSG00000097995.1,antisense,Gm24362
ENSMUSG00000059291.15,protein_coding,Rpl11
ENSMUSG00000007872.3,protein_coding,Id3
ENSMUSG00000018983.9,protein_coding,E2f2
ENSMUSG00000036995.7,protein_coding,Asap3
ENSMUSG00000001604.14,protein_coding,Tcea3
ENSMUSG00000051351.14,protein_coding,Zfp46
ENSMUSG00000066037.14,protein_coding,Hnrnpr
ENSMUSG00000098155.1,lincRNA,Gm27022
ENSMUSG00000070687.11,protein_coding,Htr1d
ENSMUSG00000001089.14,protein_coding,Luzp1
ENSMUSG00000036940.15,protein_coding,Kdm1a
ENSMUSG00000082711.1,processed_pseudogene,Gm12987
ENSMUSG00000070683.7,protein_coding,Lactbl1
ENSMUSG00000028664.14,protein_coding,Ephb2
ENSMUSG00000036905.8,protein_coding,C1qb
ENSMUSG00000036896.5,protein_coding,C1qc
ENSMUSG00000036887.5,protein_coding,C1qa
ENSMUSG00000028661.8,protein_coding,Epha8
ENSMUSG00000060862.9,protein_coding,Zbtb40
ENSMUSG00000082149.1,processed_pseudogene,Gm13002
ENSMUSG00000036856.4,protein_coding,Wnt4
ENSMUSG00000006699.17,protein_coding,Cdc42
ENSMUSG00000101493.1,lincRNA,2810405F17Rik
ENSMUSG00000023433.8,protein_coding,Cela3b
ENSMUSG00000028763.17,protein_coding,Hspg2
ENSMUSG00000043411.15,protein_coding,Usp48
ENSMUSG00000041351.16,protein_coding,Rap1gap
ENSMUSG00000087476.1,antisense,Rap1gapos
ENSMUSG00000028766.10,protein_coding,Alpl
ENSMUSG00000057530.14,protein_coding,Ece1
ENSMUSG00000085823.7,antisense,Gm13012
ENSMUSG00000028760.16,protein_coding,Eif4g3
ENSMUSG00000084804.1,antisense,1700095J12Rik
ENSMUSG00000078519.3,lincRNA,2310026L22Rik
ENSMUSG00000028759.13,protein_coding,Hp1bp3
ENSMUSG00000045349.15,protein_coding,Sh2d5
ENSMUSG00000028758.12,protein_coding,Kif17
ENSMUSG00000028757.4,protein_coding,Ddost
ENSMUSG00000028756.12,protein_coding,Pink1
ENSMUSG00000028755.3,protein_coding,Cda
ENSMUSG00000078235.3,protein_coding,Fam43b
ENSMUSG00000041241.12,protein_coding,Mul1
ENSMUSG00000046447.3,protein_coding,Camk2n1
ENSMUSG00000028753.12,protein_coding,Vwa5b1
ENSMUSG00000043621.13,protein_coding,Ubxn10
ENSMUSG00000028750.12,protein_coding,Pla2g2c
ENSMUSG00000041202.12,protein_coding,Pla2g2d
ENSMUSG00000041193.15,protein_coding,Pla2g5
ENSMUSG00000041161.8,protein_coding,Otud3
ENSMUSG00000041143.16,protein_coding,Tmco4
ENSMUSG00000028747.10,protein_coding,Htr6
ENSMUSG00000041120.6,protein_coding,Nbl1
ENSMUSG00000050608.11,protein_coding,Minos1
ENSMUSG00000073739.3,antisense,Gm16287
ENSMUSG00000028745.18,protein_coding,Capzb
ENSMUSG00000028744.15,protein_coding,Pqlc2
ENSMUSG00000028743.7,protein_coding,Akr7a5
ENSMUSG00000028741.13,protein_coding,Mrto4
ENSMUSG00000078517.11,protein_coding,Emc1
ENSMUSG00000066036.14,protein_coding,Ubr4
ENSMUSG00000097731.1,lincRNA,2700016F22Rik
ENSMUSG00000041025.15,protein_coding,Iffo2
ENSMUSG00000094439.1,protein_coding,Gm21969
ENSMUSG00000028737.15,protein_coding,Aldh4a1
ENSMUSG00000028736.13,protein_coding,Pax7
ENSMUSG00000078234.6,protein_coding,Klhdc7a
ENSMUSG00000040972.8,protein_coding,Igsf21
ENSMUSG00000086164.1,antisense,Gm13029
ENSMUSG00000086437.2,lincRNA,Gm13021
ENSMUSG00000085047.1,lincRNA,Gm13026
ENSMUSG00000040964.16,protein_coding,Arhgef10l
ENSMUSG00000086159.1,lincRNA,Gm13025
ENSMUSG00000040945.13,protein_coding,Rcc2
ENSMUSG00000040935.12,protein_coding,Padi6
ENSMUSG00000025330.6,protein_coding,Padi4
ENSMUSG00000025328.9,protein_coding,Padi3
ENSMUSG00000085918.1,processed_transcript,Gm13032
ENSMUSG00000025329.3,protein_coding,Padi1
ENSMUSG00000087045.1,lincRNA,4930515B02Rik
ENSMUSG00000028927.6,protein_coding,Padi2
ENSMUSG00000087698.1,antisense,Gm13031
ENSMUSG00000009863.14,protein_coding,Sdhb
ENSMUSG00000036622.15,protein_coding,Atp13a2
ENSMUSG00000060572.17,protein_coding,Mfap2
ENSMUSG00000040860.16,protein_coding,Crocc
ENSMUSG00000028923.14,protein_coding,Necap2
ENSMUSG00000045004.3,protein_coding,Spata21
ENSMUSG00000040842.17,protein_coding,Szrd1
ENSMUSG00000097620.7,antisense,4921514A10Rik
ENSMUSG00000028920.9,protein_coding,Fbxo42
ENSMUSG00000073733.4,protein_coding,Rsg1
ENSMUSG00000028919.11,protein_coding,Arhgef19
ENSMUSG00000085395.1,lincRNA,Gm13056
ENSMUSG00000006445.3,protein_coding,Epha2
ENSMUSG00000006218.4,protein_coding,Fam131c
ENSMUSG00000033770.13,protein_coding,Clcnka
ENSMUSG00000086061.7,antisense,Gm13075
ENSMUSG00000006216.10,protein_coding,Clcnkb
ENSMUSG00000006221.7,protein_coding,Hspb7
ENSMUSG00000006215.12,protein_coding,Zbtb17
ENSMUSG00000040761.16,protein_coding,Spen
ENSMUSG00000048406.5,pseudogene,B330016D10Rik
ENSMUSG00000006219.12,protein_coding,Fblim1
ENSMUSG00000043085.14,protein_coding,Tmem82
ENSMUSG00000040740.7,protein_coding,Slc25a34
ENSMUSG00000028917.14,protein_coding,Plekhm2
ENSMUSG00000078515.4,protein_coding,Ddi2
ENSMUSG00000040715.12,protein_coding,Rsc1a1
ENSMUSG00000040706.4,protein_coding,Agmat
ENSMUSG00000040697.10,protein_coding,Dnajc16
ENSMUSG00000028914.13,protein_coding,Casp9
ENSMUSG00000062478.16,protein_coding,Ctrc
ENSMUSG00000040659.3,protein_coding,Efhd2
ENSMUSG00000100396.1,lincRNA,Gm29367
ENSMUSG00000085922.1,antisense,Fhad1os2
ENSMUSG00000051435.11,protein_coding,Fhad1
ENSMUSG00000085761.1,antisense,4930455G09Rik
ENSMUSG00000040616.3,protein_coding,Tmem51
ENSMUSG00000085574.1,sense_intronic,Gm13053
ENSMUSG00000073728.10,antisense,Tmem51os1
ENSMUSG00000040606.13,protein_coding,Kazn
ENSMUSG00000087525.1,antisense,Gm13062
ENSMUSG00000085816.1,lincRNA,Gm13052
ENSMUSG00000110067.1,processed_transcript,6330411D24Rik
ENSMUSG00000057637.13,protein_coding,Prdm2
ENSMUSG00000106597.1,miRNA,Mir7021
ENSMUSG00000081838.1,processed_pseudogene,Gm13038
ENSMUSG00000083826.1,processed_pseudogene,Gm13039
ENSMUSG00000028583.14,protein_coding,Pdpn
ENSMUSG00000028584.3,protein_coding,Lrrc38
ENSMUSG00000081792.4,processed_pseudogene,Anp32b-ps1
ENSMUSG00000046862.14,protein_coding,Pramef8
ENSMUSG00000028591.11,protein_coding,Pramef12
ENSMUSG00000028589.2,protein_coding,1700012P22Rik
ENSMUSG00000041735.8,protein_coding,Gm13178
ENSMUSG00000078504.2,protein_coding,Gm438
ENSMUSG00000066026.14,protein_coding,Dhrs3
ENSMUSG00000020220.16,protein_coding,Vps13d
ENSMUSG00000028599.10,protein_coding,Tnfrsf1b
ENSMUSG00000028602.12,protein_coding,Tnfrsf8
ENSMUSG00000085101.7,processed_transcript,Platr16
ENSMUSG00000082082.1,transcribed_unprocessed_pseudogene,Gm13230
ENSMUSG00000052912.7,transcribed_processed_pseudogene,Smarca5-ps
ENSMUSG00000078503.9,protein_coding,Zfp990
ENSMUSG00000078502.10,protein_coding,Gm13212
ENSMUSG00000097661.1,lincRNA,Gm26763
ENSMUSG00000081885.1,processed_pseudogene,Gm13231
ENSMUSG00000058186.13,protein_coding,Zfp980
ENSMUSG00000084350.1,unprocessed_pseudogene,Znf41-ps
ENSMUSG00000082195.3,processed_pseudogene,Gm13034
ENSMUSG00000096958.1,lincRNA,Gm26573
ENSMUSG00000066007.15,protein_coding,Zfp600
ENSMUSG00000086654.1,antisense,Gm13165
ENSMUSG00000085525.7,lincRNA,Gm13166
ENSMUSG00000070605.4,protein_coding,Zfp992
ENSMUSG00000073716.6,processed_pseudogene,Gm13241
ENSMUSG00000081998.1,processed_pseudogene,Gm13245
ENSMUSG00000056300.14,protein_coding,Zfp981
ENSMUSG00000086046.1,antisense,1700095A21Rik
ENSMUSG00000063245.11,protein_coding,Zfp993
ENSMUSG00000093919.1,processed_pseudogene,Gm20760
ENSMUSG00000083027.1,processed_pseudogene,Gm13140
ENSMUSG00000097168.1,lincRNA,C230088H06Rik
ENSMUSG00000067919.8,protein_coding,Rex2
ENSMUSG00000067916.9,protein_coding,Zfp991
ENSMUSG00000097122.1,lincRNA,Gm26624
ENSMUSG00000095054.1,processed_pseudogene,Gm13146
ENSMUSG00000087207.8,transcribed_unprocessed_pseudogene,Gm13147
ENSMUSG00000082925.1,processed_pseudogene,Gm13135
ENSMUSG00000078498.5,protein_coding,Zfp988
ENSMUSG00000078497.9,protein_coding,Zfp978
ENSMUSG00000078496.9,protein_coding,Zfp982
ENSMUSG00000096440.1,unprocessed_pseudogene,Vmn2r-ps20
ENSMUSG00000078160.2,protein_coding,Gm16503
ENSMUSG00000065999.13,protein_coding,Zfp985
ENSMUSG00000066000.12,protein_coding,Zfp979
ENSMUSG00000081179.1,processed_pseudogene,Gm13136
ENSMUSG00000078495.10,protein_coding,Zfp984
ENSMUSG00000093594.1,lincRNA,Gm20707
ENSMUSG00000080059.4,processed_pseudogene,Rps19-ps3
ENSMUSG00000059423.13,protein_coding,Zfp933
ENSMUSG00000029022.18,protein_coding,Miip
ENSMUSG00000070583.1,protein_coding,Fv1
ENSMUSG00000029020.13,protein_coding,Mfn2
ENSMUSG00000083340.1,processed_pseudogene,Gm13156
ENSMUSG00000019055.15,protein_coding,Plod1
ENSMUSG00000044496.6,protein_coding,2510039O18Rik
ENSMUSG00000029019.8,protein_coding,Nppb
ENSMUSG00000041616.9,protein_coding,Nppa
ENSMUSG00000086806.1,antisense,Gm13054
ENSMUSG00000029016.13,protein_coding,Clcn6
ENSMUSG00000029009.17,protein_coding,Mthfr
ENSMUSG00000078494.5,antisense,Gm13201
ENSMUSG00000029007.8,protein_coding,Agtrap
ENSMUSG00000029005.4,protein_coding,Draxin
ENSMUSG00000029003.11,protein_coding,Mad2l2
ENSMUSG00000055401.14,protein_coding,Fbxo6
ENSMUSG00000029001.15,protein_coding,Fbxo44
ENSMUSG00000041556.8,protein_coding,Fbxo2
ENSMUSG00000041544.11,protein_coding,Ptchd2
ENSMUSG00000087027.2,lincRNA,Gm13206
ENSMUSG00000047719.2,protein_coding,Ubiad1
ENSMUSG00000064648.2,snRNA,Gm23303
ENSMUSG00000028991.15,protein_coding,Mtor
ENSMUSG00000028989.3,protein_coding,Angptl7
ENSMUSG00000089081.1,snRNA,Gm24002
ENSMUSG00000088625.1,snRNA,Gm23318
ENSMUSG00000017264.16,protein_coding,Exosc10
ENSMUSG00000006442.10,protein_coding,Srm
ENSMUSG00000028979.17,protein_coding,Masp2
ENSMUSG00000041459.15,protein_coding,Tardbp
ENSMUSG00000070577.5,protein_coding,Gm572
ENSMUSG00000028977.16,protein_coding,Casz1
ENSMUSG00000086606.1,antisense,Gm13205
ENSMUSG00000086740.1,antisense,Gm17029
ENSMUSG00000028975.16,protein_coding,Pex14
ENSMUSG00000028974.13,protein_coding,Dffa
ENSMUSG00000028971.4,protein_coding,Cort
ENSMUSG00000073705.10,protein_coding,Apitd1
ENSMUSG00000080746.3,processed_pseudogene,Rpsa-ps12
ENSMUSG00000028961.15,protein_coding,Pgd
ENSMUSG00000063077.14,protein_coding,Kif1b
ENSMUSG00000028960.18,protein_coding,Ube4b
ENSMUSG00000085807.1,antisense,Ube4bos2
ENSMUSG00000085819.7,antisense,Ube4bos1
ENSMUSG00000028996.9,protein_coding,Rbp7
ENSMUSG00000028992.13,protein_coding,Nmnat1
ENSMUSG00000087198.2,transcribed_unitary_pseudogene,Gm13097
ENSMUSG00000028990.13,protein_coding,Lzic
ENSMUSG00000028988.13,protein_coding,Ctnnbip1
ENSMUSG00000086949.1,antisense,Gm13066
ENSMUSG00000039953.13,protein_coding,Clstn1
ENSMUSG00000039936.18,protein_coding,Pik3cd
ENSMUSG00000044700.15,protein_coding,Tmem201
ENSMUSG00000028982.9,protein_coding,Slc25a33
ENSMUSG00000085368.1,lincRNA,Gm16188
ENSMUSG00000039911.13,protein_coding,Spsb1
ENSMUSG00000086767.1,antisense,Gm13070
ENSMUSG00000028980.14,protein_coding,H6pd
ENSMUSG00000086665.1,lincRNA,Gm13067
ENSMUSG00000102813.1,TEC,Gm37795
ENSMUSG00000047875.6,protein_coding,Gpr157
ENSMUSG00000087094.1,lincRNA,Gm13093
ENSMUSG00000028976.10,protein_coding,Slc2a5
ENSMUSG00000062064.6,protein_coding,Slc2a7
ENSMUSG00000028972.11,protein_coding,Car6
ENSMUSG00000063524.13,protein_coding,Eno1
ENSMUSG00000039852.16,protein_coding,Rere
ENSMUSG00000085787.3,processed_pseudogene,Gm13092
ENSMUSG00000089292.1,snRNA,Gm23209
ENSMUSG00000085213.1,antisense,Gm13091
ENSMUSG00000039838.11,protein_coding,Slc45a1
ENSMUSG00000085097.1,lincRNA,Gm13049
ENSMUSG00000078492.3,antisense,1700045H11Rik
ENSMUSG00000028967.10,protein_coding,Errfi1
ENSMUSG00000028964.14,protein_coding,Park7
ENSMUSG00000028965.13,protein_coding,Tnfrsf9
ENSMUSG00000014592.20,protein_coding,Camta1
ENSMUSG00000028957.12,protein_coding,Per3
ENSMUSG00000028955.3,protein_coding,Vamp3
ENSMUSG00000039768.16,protein_coding,Dnajc11
ENSMUSG00000039759.10,protein_coding,Thap3
ENSMUSG00000047777.9,protein_coding,Phf13
ENSMUSG00000073700.3,protein_coding,Klhl21
ENSMUSG00000028952.12,protein_coding,Zbtb48
ENSMUSG00000028950.3,protein_coding,Tas1r1
ENSMUSG00000028948.16,protein_coding,Nol9
ENSMUSG00000039713.16,protein_coding,Plekhg5
ENSMUSG00000024793.14,protein_coding,Tnfrsf25
ENSMUSG00000028943.18,protein_coding,Espn
ENSMUSG00000028940.2,protein_coding,Hes2
ENSMUSG00000028937.14,protein_coding,Acot7
ENSMUSG00000042804.13,protein_coding,Gpr153
ENSMUSG00000028946.6,protein_coding,Hes3
ENSMUSG00000039662.16,protein_coding,Icmt
ENSMUSG00000058498.12,protein_coding,Rnf207
ENSMUSG00000028936.15,protein_coding,Rpl22
ENSMUSG00000005045.16,protein_coding,Chd5
ENSMUSG00000085179.1,processed_transcript,Gm13645
ENSMUSG00000028931.11,protein_coding,Kcnab2
ENSMUSG00000089757.1,processed_transcript,Gm16334
ENSMUSG00000039577.17,protein_coding,Nphp4
ENSMUSG00000039546.9,protein_coding,Ajap1
ENSMUSG00000047613.10,protein_coding,A430005L14Rik
ENSMUSG00000029027.8,protein_coding,Dffb
ENSMUSG00000039523.16,protein_coding,Cep104
ENSMUSG00000029028.14,protein_coding,Lrrc47
ENSMUSG00000078350.11,protein_coding,Smim1
ENSMUSG00000039492.7,protein_coding,Ccdc27
ENSMUSG00000029026.16,protein_coding,Trp73
ENSMUSG00000029029.14,protein_coding,Wrap73
ENSMUSG00000029030.14,protein_coding,Tprgl
ENSMUSG00000057751.14,protein_coding,Megf6
ENSMUSG00000081276.1,processed_pseudogene,Gm13132
ENSMUSG00000029032.12,protein_coding,Arhgef16
ENSMUSG00000039410.16,protein_coding,Prdm16
ENSMUSG00000097871.1,protein_coding,B230104I21Rik
ENSMUSG00000086565.1,antisense,Gm13133
ENSMUSG00000084987.1,antisense,Gm13134
ENSMUSG00000085069.2,antisense,Gm13111
ENSMUSG00000098424.1,lincRNA,Gm27202
ENSMUSG00000086810.1,processed_transcript,Gm13110
ENSMUSG00000046637.3,protein_coding,Ttc34
ENSMUSG00000087437.7,antisense,Gm13112
ENSMUSG00000058183.14,protein_coding,Mmel1
ENSMUSG00000029059.9,protein_coding,Fam213b
ENSMUSG00000042333.14,protein_coding,Tnfrsf14
ENSMUSG00000048001.7,protein_coding,Hes5
ENSMUSG00000029056.13,protein_coding,Pank4
ENSMUSG00000029055.17,protein_coding,Plch2
ENSMUSG00000029047.13,protein_coding,Pex10
ENSMUSG00000029048.3,protein_coding,Rer1
ENSMUSG00000029049.14,protein_coding,Morn1
ENSMUSG00000029050.15,protein_coding,Ski
ENSMUSG00000073684.13,protein_coding,Faap20
ENSMUSG00000029053.16,protein_coding,Prkcz
ENSMUSG00000029054.8,protein_coding,Gabrd
ENSMUSG00000084803.8,processed_transcript,5830444B04Rik
ENSMUSG00000078490.9,protein_coding,Cfap74
ENSMUSG00000029064.15,protein_coding,Gnb1
ENSMUSG00000029063.16,protein_coding,Nadk
ENSMUSG00000042202.15,protein_coding,Slc35e2
ENSMUSG00000086682.1,processed_transcript,Gm16023
ENSMUSG00000073682.3,protein_coding,Gm10563
ENSMUSG00000085063.1,antisense,Gm16024
ENSMUSG00000029062.14,protein_coding,Cdk11b
ENSMUSG00000029061.2,protein_coding,Mmp23
ENSMUSG00000029060.17,protein_coding,Mib2
ENSMUSG00000074738.2,protein_coding,Fndc10
ENSMUSG00000029038.9,protein_coding,Ssu72
ENSMUSG00000064916.1,snRNA,Gm22573
ENSMUSG00000096221.3,antisense,1500002C15Rik
ENSMUSG00000084845.9,protein_coding,Tmem240
ENSMUSG00000029036.18,protein_coding,Atad3a
ENSMUSG00000054514.3,antisense,Atad3aos
ENSMUSG00000042116.3,protein_coding,Vwa1
ENSMUSG00000097728.1,lincRNA,Gm26840
ENSMUSG00000073680.2,protein_coding,Tmem88b
ENSMUSG00000078487.8,protein_coding,Ankrd65
ENSMUSG00000029066.12,protein_coding,Mrpl20
ENSMUSG00000029068.16,protein_coding,Ccnl2
ENSMUSG00000065990.12,protein_coding,Aurkaip1
ENSMUSG00000029070.9,protein_coding,Mxra8
ENSMUSG00000029071.16,protein_coding,Dvl1
ENSMUSG00000029072.3,protein_coding,Tas1r3
ENSMUSG00000029073.9,protein_coding,Cptp
